Date;Start;End;Biomass [MWh] Original resolutions;Hydropower [MWh] Original resolutions;Wind offshore [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other renewable [MWh] Original resolutions;Nuclear [MWh] Original resolutions;Lignite [MWh] Original resolutions;Hard coal [MWh] Original resolutions;Fossil gas [MWh] Original resolutions;Hydro pumped storage [MWh] Original resolutions;Other conventional [MWh] Original resolutions
Jan 3 2021;2:00 AM;2:15 AM;1159.5;283;757.5;1993.25;0;58.25;1893.75;2408.25;890.75;1134.25;5;413.75
Jan 3 2021;2:15 AM;2:30 AM;1159.25;283.5;818.5;2056.75;0;58.25;1884.25;2368.5;867.5;1126.5;5.5;412.75
Jan 3 2021;2:30 AM;2:45 AM;1156.5;277.25;843.5;2096;0;58.25;1880;2338.5;827.5;1131.25;18.25;413
Jan 3 2021;2:45 AM;3:00 AM;1152;278.75;800.25;2163;0;58.25;1883.75;2296;793.75;1115.75;18;413.5
Jan 3 2021;3:00 AM;3:15 AM;1151.25;288.25;827;2189;0;58.25;1895.25;2279;765.75;1123;18.75;413.25
Jan 3 2021;3:15 AM;3:30 AM;1151.25;279;893.75;2241.5;0;58.25;1893.5;2296.25;723;1129.25;17.75;412.5
Jan 3 2021;3:30 AM;3:45 AM;1147.25;281.75;907;2302.5;0;58.5;1911.25;2283.5;705.75;1112.5;18;411
Jan 3 2021;3:45 AM;4:00 AM;1154.5;276.25;925;2334.5;0;58.5;1912.5;2150.5;709;1120.25;37;410.5
Jan 3 2021;4:00 AM;4:15 AM;1157.25;294.25;918.75;2380;0;58.5;1904.25;2069;717.25;1119.5;34.25;412.5
Jan 3 2021;4:15 AM;4:30 AM;1153.25;283.75;924.75;2455.75;0;58.5;1905.75;2047.75;708.5;1121.75;42.5;414.75
Jan 3 2021;4:30 AM;4:45 AM;1156.75;289.25;938;2500;0;58.5;1901.75;2008;696.25;1121;40.25;414
Jan 3 2021;4:45 AM;5:00 AM;1152.75;284.75;999.5;2550.5;0;58.25;1907.75;1979.25;660;1121;18.5;414.5
Jan 3 2021;5:00 AM;5:15 AM;1157.25;290.75;1087.5;2632.25;0;58.25;1908.25;1974.25;641.25;1132.75;74.25;414.5
Jan 3 2021;5:15 AM;5:30 AM;1155.75;279.25;1136.25;2760;0;58.25;1907;1954.25;648.5;1129;40;414.25
Jan 3 2021;5:30 AM;5:45 AM;1157.75;288.5;1183;2829.75;0;58.25;1894.75;1940.25;672.75;1123.25;6;415.5
Jan 3 2021;5:45 AM;6:00 AM;1157.75;295.5;1200;2827.75;0;58.25;1887.25;1906.75;702.25;1128.75;6;414.25
Jan 3 2021;6:00 AM;6:15 AM;1166.5;296;1218.25;2906.25;0;58.25;1878.25;1812.25;753.75;1139.75;14.25;413.75
Jan 3 2021;6:15 AM;6:30 AM;1168.75;290;1243;3019;0;58;1900.5;1791;796.5;1137.75;19;415
Jan 3 2021;6:30 AM;6:45 AM;1168;291;1235.5;3134;0;58;1904.25;1785.25;852.5;1137.5;23.25;413.5
Jan 3 2021;6:45 AM;7:00 AM;1167.75;284.75;1250.5;3201.25;0;58;1907;1821.75;873.5;1128;15.5;409.25
Jan 3 2021;7:00 AM;7:15 AM;1182;289.5;1241.5;3296;0;58;1919.75;1873.25;863.5;1152.25;69.75;406
Jan 3 2021;7:15 AM;7:30 AM;1176.75;289.25;1236.5;3352.25;0;58;1917.75;1882.75;866.75;1169;52;407
Jan 3 2021;7:30 AM;7:45 AM;1183.5;291.25;1217.25;3384.5;0;58;1904;1899.75;864.75;1166.75;50.75;408.5
Jan 3 2021;7:45 AM;8:00 AM;1183.75;291.5;1228.25;3393;0.25;58;1889;1930.5;877.5;1175.5;53.75;412.5
Jan 3 2021;8:00 AM;8:15 AM;1195.75;293.5;1274.25;3390.5;10.75;58;1887.75;2036.75;913.75;1189;64;414.75
Jan 3 2021;8:15 AM;8:30 AM;1196.75;292.75;1272.5;3410.75;33.25;58;1887.75;2132.25;942.25;1190.5;93.75;416.25
Jan 3 2021;8:30 AM;8:45 AM;1196;284;1259.75;3455;21.75;58;1885.25;2205;975;1185.75;118;414
Jan 3 2021;8:45 AM;9:00 AM;1197.25;280.75;1271;3544.5;18.75;58;1890.25;2254.5;977.75;1197;205;414.75
Jan 3 2021;9:00 AM;9:15 AM;1200;284;1311.5;3551;34.75;58;1881.25;2330.5;967.5;1222.5;100;412.5
Jan 3 2021;9:15 AM;9:30 AM;1194.25;285.25;1323.75;3561.5;58.25;58;1885.25;2374.25;973.75;1237.25;101;407
Jan 3 2021;9:30 AM;9:45 AM;1200.75;287;1411.5;3526.25;90;58;1891.5;2380.25;972.5;1234.5;123.25;411.75
Jan 3 2021;9:45 AM;10:00 AM;1205.25;288.75;1476.25;3486;123;58;1893;2390;933.5;1246;177;414.5
Jan 3 2021;10:00 AM;10:15 AM;1204.75;280.25;1506.25;3496.25;158.75;58;1892.75;2469.75;907.75;1243.5;67.75;414.5
Jan 3 2021;10:15 AM;10:30 AM;1204;287.75;1517.75;3565.25;198.5;58;1892.5;2562;908;1246;65.25;415
Jan 3 2021;10:30 AM;10:45 AM;1205;284.75;1529.5;3600.25;243.75;57.75;1891.75;2609;928;1256.5;63.75;418.25
Jan 3 2021;10:45 AM;11:00 AM;1201.75;281.75;1520;3666.75;284;57.75;1891.5;2653.25;925.5;1253.75;97.75;416.75
Jan 3 2021;11:00 AM;11:15 AM;1201;286.75;1529.25;3686.5;315.75;57.75;1891.25;2753.5;874.5;1247.5;92.25;418.75
Jan 3 2021;11:15 AM;11:30 AM;1195;282;1493.5;3733;341.5;57.75;1891.25;2808.5;872;1253.75;74.75;418.5
Jan 3 2021;11:30 AM;11:45 AM;1198;286.75;1463;3731.25;363.25;57.75;1891.25;2821.25;874.25;1266;196;417
Jan 3 2021;11:45 AM;12:00 PM;1199;283.25;1496.5;3760.25;373.5;57.75;1891.25;2819.75;879.75;1301.5;227.25;417
Jan 3 2021;12:00 PM;12:15 PM;1187.5;286.25;1499.75;3741.75;380.75;58;1891;2814.25;878.25;1323.5;469.25;415.5
Jan 3 2021;12:15 PM;12:30 PM;1189;282.25;1457.25;3790.25;386.25;58;1891;2799.75;880;1322.5;481;415.75
Jan 3 2021;12:30 PM;12:45 PM;1189.25;278.25;1436.25;3860.75;386.75;58;1890.75;2802.75;865.25;1318.25;434.5;416.5
Jan 3 2021;12:45 PM;1:00 PM;1186.25;276.25;1372.5;3879.25;378;58;1890.5;2836.5;844.75;1311.5;229;416
Jan 3 2021;1:00 PM;1:15 PM;1187.25;280.75;1342.75;3920;363.75;58;1892.25;2903.75;798.5;1281.5;81.75;413.25
Jan 3 2021;1:15 PM;1:30 PM;1182.5;283;1277.5;3978.25;343.25;58;1892;2891.5;770.25;1269.25;76.5;415.25
Jan 3 2021;1:30 PM;1:45 PM;1180;284.75;1165.75;4011.75;315.5;58;1892;2846.25;752.25;1261.25;109.75;414.5
Jan 3 2021;1:45 PM;2:00 PM;1179.5;285.25;1149.5;4053.75;288;58;1891.25;2843.25;747.25;1255.75;91.5;415.75
Jan 3 2021;2:00 PM;2:15 PM;1176.75;288.25;1173;4060.5;256.5;58;1894;2800;772.25;1213.25;310.5;418.75
Jan 3 2021;2:15 PM;2:30 PM;1178.5;284.5;1214.75;4148.25;221.25;58;1896.5;2778.5;770;1209.5;256.25;417.75
Jan 3 2021;2:30 PM;2:45 PM;1180;281;1232.5;4219;186.75;58;1896.25;2774.5;761;1236.5;218.5;414.25
Jan 3 2021;2:45 PM;3:00 PM;1176.5;286;1133.25;4215;156.75;58;1895.25;2783;748.25;1228.25;207.5;418.75
Jan 3 2021;3:00 PM;3:15 PM;1176.75;284;1070.75;4183.25;124.5;58;1895.25;2813;718.5;1227.25;125.5;419.5
Jan 3 2021;3:15 PM;3:30 PM;1180.75;282.5;1022.75;4187.25;94.25;58;1895.75;2858;686.75;1235.75;102.25;418.75
Jan 3 2021;3:30 PM;3:45 PM;1181;289.75;1044;4204.5;63.25;58;1894;2897;682.5;1230.25;133;417.75
Jan 3 2021;3:45 PM;4:00 PM;1180.5;282;1046.5;4242.5;33.75;58;1895.5;2904;686;1234.25;82.75;418.5
Jan 3 2021;4:00 PM;4:15 PM;1188.25;279;1046.75;4290.25;13.5;58;1894.75;2868.75;705.25;1271;324;417.75
Jan 3 2021;4:15 PM;4:30 PM;1192.25;281.5;1044.75;4335.25;4;58;1896;2860.75;742.25;1263.5;431.25;417.75
Jan 3 2021;4:30 PM;4:45 PM;1193;289.25;1052;4325.75;0.25;58;1895.25;2862.5;772.75;1283.5;681;417.25
Jan 3 2021;4:45 PM;5:00 PM;1202.75;304.75;1046;4324;0;58;1894.5;2867.75;801.25;1284;901.25;418.75
Jan 3 2021;5:00 PM;5:15 PM;1206.75;292.25;1044;4314.75;0;58;1895.5;2921.75;819;1290;693.5;417
Jan 3 2021;5:15 PM;5:30 PM;1208.75;293.75;976.75;4324.5;0;58;1898.5;2950;842;1289;903.25;415.25
Jan 3 2021;5:30 PM;5:45 PM;1213.75;291.5;987.25;4339.25;0;58;1898;2938;863.5;1297.75;1012.25;414
Jan 3 2021;5:45 PM;6:00 PM;1217.5;285;987.75;4364;0;58;1898;2916;898;1308.75;1039.75;415.25
Jan 3 2021;6:00 PM;6:15 PM;1219.5;284.75;989.5;4341.5;0;58;1897;2860.5;932.75;1315.75;891.25;417
Jan 3 2021;6:15 PM;6:30 PM;1215.5;294.75;985.25;4352;0;58;1896.5;2867.75;967.75;1322.75;818.5;415
Jan 3 2021;6:30 PM;6:45 PM;1215.75;286.75;953.5;4301.25;0;58;1897.75;2867.75;958.25;1335;814;415.5
Jan 3 2021;6:45 PM;7:00 PM;1213.25;281.75;889.5;4274.25;0;58;1897.25;2868.75;966.75;1324;855.5;415.75
Jan 3 2021;7:00 PM;7:15 PM;1211.75;281.5;889.25;4261;0;58;1899;2876.5;983.75;1318;740.75;414.75
Jan 3 2021;7:15 PM;7:30 PM;1216;277;890.75;4283;0;58;1897.25;2874.25;996.75;1325;643.75;416.25
Jan 3 2021;7:30 PM;7:45 PM;1208.5;272;890.5;4260.75;0;58;1897.25;2873.25;1001;1332.5;485.25;416.25
Jan 3 2021;7:45 PM;8:00 PM;1208.5;271.75;890;4219.25;0;58;1897.25;2833;987;1323.5;333.25;412.5
Jan 3 2021;8:00 PM;8:15 PM;1201.25;274.5;890.5;4214;0;58;1897;2732;986.75;1383;446.25;413.5
Jan 3 2021;8:15 PM;8:30 PM;1201.25;274.5;891;4181;0;58;1897.25;2674.25;977.5;1375.5;374.75;414.5
Jan 3 2021;8:30 PM;8:45 PM;1198;278;889.5;4159;0;58;1896;2701;937.5;1396.25;300.25;412
Jan 3 2021;8:45 PM;9:00 PM;1193.25;273.25;887.5;4080;0;58;1895.25;2689.75;919.25;1380.75;259.75;414.5
Jan 3 2021;9:00 PM;9:15 PM;1183.25;277.25;889.5;4005.75;0;58;1895.75;2710;918.25;1253.5;121.75;417
Jan 3 2021;9:15 PM;9:30 PM;1181;277;889;3958.5;0;58;1895.25;2691.75;912;1263.25;152.25;414.5
Jan 3 2021;9:30 PM;9:45 PM;1178.25;274.5;889;3891.25;0;58;1896.5;2705.75;885.5;1259;145.5;415
Jan 3 2021;9:45 PM;10:00 PM;1182.75;274;889.5;3804.75;0;58;1896.5;2666.25;895;1262;126;417.25
Jan 3 2021;10:00 PM;10:15 PM;1176;279.5;889;3649.5;0;58;1897.5;2681;897.25;1232.5;305.75;415.5
Jan 3 2021;10:15 PM;10:30 PM;1173;279.75;888.25;3658.25;0;58.25;1896.75;2660.25;895.5;1240.75;251.25;415.5
Jan 3 2021;10:30 PM;10:45 PM;1175.75;274.25;885.75;3649;0;58.25;1896;2647.75;906.5;1251.75;142.75;413.5
Jan 3 2021;10:45 PM;11:00 PM;1171.75;272.5;887;3607.25;0;58.25;1896.25;2567.25;918;1264;78.5;413.5
Jan 3 2021;11:00 PM;11:15 PM;1163;273.5;887.75;3591.5;0;58.25;1896.5;2489.75;916.5;1214.75;30.75;412.5
Jan 3 2021;11:15 PM;11:30 PM;1167.5;274.25;888.25;3559.25;0;58.25;1895.5;2423.25;969.75;1214.75;12.5;413.5
Jan 3 2021;11:30 PM;11:45 PM;1160.75;274.25;888.25;3521.75;0;58.5;1897.25;2356.5;983;1216.25;12.75;412
Jan 3 2021;11:45 PM;12:00 AM;1156.25;273;889.25;3468.25;0;58.5;1898;2305.75;1013;1239.25;12.25;413
Jan 4 2021;12:00 AM;12:15 AM;1152;293.25;888.25;3457.5;0;58.5;1897.5;2407.25;1014;1168;89.25;420.5
Jan 4 2021;12:15 AM;12:30 AM;1153.25;279.5;887;3439;0;58.5;1898.25;2431;1014;1188.75;151;421.75
Jan 4 2021;12:30 AM;12:45 AM;1152.75;273.75;886.75;3460.5;0;58.5;1897.75;2395.75;1017.75;1186.5;92.5;421.75
Jan 4 2021;12:45 AM;1:00 AM;1151.5;271.5;888;3427;0;58.5;1897.5;2398.75;1056.5;1179;34.25;423
Jan 4 2021;1:00 AM;1:15 AM;1147.25;269;888.25;3385;0;58.5;1897.75;2499.75;1051.75;1216;46.75;414.25
Jan 4 2021;1:15 AM;1:30 AM;1143.25;267.75;888.25;3385.75;0;58.5;1896.25;2559.75;1055.5;1222;15.25;413
Jan 4 2021;1:30 AM;1:45 AM;1143.5;267;888;3368;0;58.25;1896.25;2616;1040.25;1215;5.75;417.25
Jan 4 2021;1:45 AM;2:00 AM;1146.5;265;888.25;3345;0;58.5;1893.25;2661;1033.75;1228.5;5.5;417.25
Jan 4 2021;2:00 AM;2:15 AM;1146.5;268.5;888;3350;0;58.5;1890.75;2751;1022.75;1222.75;14;415.5
Jan 4 2021;2:15 AM;2:30 AM;1148;279;885.5;3336.75;0;58.25;1876.75;2778.75;1001.5;1228.5;12.25;413.75
Jan 4 2021;2:30 AM;2:45 AM;1148.25;280.75;886.75;3333;0;58.25;1879.5;2796.75;993.25;1229.5;12.25;414
Jan 4 2021;2:45 AM;3:00 AM;1145.75;272.5;888;3316.25;0;58.25;1882.75;2807;988;1223;12.25;415.5
Jan 4 2021;3:00 AM;3:15 AM;1143.75;275.25;888.5;3298.75;0;58.25;1890.75;2779;1000;1264;12;413.25
Jan 4 2021;3:15 AM;3:30 AM;1144.75;268.75;888.25;3300;0;58.25;1893;2781;1027.75;1286.75;12;413
Jan 4 2021;3:30 AM;3:45 AM;1145.75;268.25;888.5;3280;0;58.25;1892;2775.25;1059.75;1293;12;411.5
Jan 4 2021;3:45 AM;4:00 AM;1141.5;272.5;887.75;3236.5;0;58.25;1891.75;2731.25;1093.75;1307.25;9.5;410.5
Jan 4 2021;4:00 AM;4:15 AM;1140;275;887.25;3228;0;58.25;1891.5;2633.25;1117.25;1300.75;10.5;410
Jan 4 2021;4:15 AM;4:30 AM;1142;274;889.5;3232;0;58.25;1890.75;2676.75;1141;1313.5;21.25;412.25
Jan 4 2021;4:30 AM;4:45 AM;1136.75;274.5;889.5;3204.25;0;58.25;1894.25;2712;1144;1325.25;24.25;415.25
Jan 4 2021;4:45 AM;5:00 AM;1137.75;282;889.5;3194.75;0;58.25;1895.5;2669;1152.25;1353.25;14.25;412.75
Jan 4 2021;5:00 AM;5:15 AM;1139.25;272;885.25;3165.5;0;58.25;1892.5;2568;1184.75;1417.75;9.75;413.5
Jan 4 2021;5:15 AM;5:30 AM;1140.5;273.25;885;3125.75;0;58.25;1894.25;2619;1226.25;1490.5;12;408.25
Jan 4 2021;5:30 AM;5:45 AM;1141;271.5;887.75;3126.25;0;58;1894.5;2647.25;1332;1540.75;66;404.25
Jan 4 2021;5:45 AM;6:00 AM;1143;280.75;885.75;3127.5;0;58;1894.75;2728.25;1402;1622;115.5;406.25
Jan 4 2021;6:00 AM;6:15 AM;1146;279.75;886.75;3167;0;58;1893.25;2869.75;1506.75;1749.75;136.75;403.5
Jan 4 2021;6:15 AM;6:30 AM;1152.5;270.25;886.25;3150.25;0;58;1895;2998.75;1578.75;1816;190.75;411
Jan 4 2021;6:30 AM;6:45 AM;1150.75;271.25;886.25;3119.25;0;58;1894.5;3058.25;1691;1945.75;240.5;405.5
Jan 4 2021;6:45 AM;7:00 AM;1156.5;279.25;968.5;3087;0;58;1893.5;3161.75;1733.25;2045.5;333.5;397
Jan 4 2021;7:00 AM;7:15 AM;1164;278.5;986;3034.75;0;58;1891.75;3330.75;1777.5;2184;221.75;402.5
Jan 4 2021;7:15 AM;7:30 AM;1170.5;273;1061;2979.5;0;58;1892.5;3383.75;1789.25;2276.25;190;404.25
Jan 4 2021;7:30 AM;7:45 AM;1171.5;271.25;1085.5;2930.75;0;58;1892.25;3332.5;1802.5;2366.25;312;402
Jan 4 2021;7:45 AM;8:00 AM;1173;270;1098.75;2894.5;0.25;56.75;1892.25;3328.75;1859.25;2416;472.75;404
Jan 4 2021;8:00 AM;8:15 AM;1186.25;270.5;1211.5;2816.5;10.75;56.5;1893.5;3362.25;1930.25;2465.75;469.5;405.75
Jan 4 2021;8:15 AM;8:30 AM;1198;286;1331.75;2776.75;35.5;56.5;1897.5;3375.75;1931.75;2474.5;560.75;407.75
Jan 4 2021;8:30 AM;8:45 AM;1202.5;303;1342.5;2758.25;28.25;56.75;1897.75;3395.25;1926.5;2471;603.25;408.25
Jan 4 2021;8:45 AM;9:00 AM;1205;311.75;1344.25;2745.75;25.25;56.75;1897.25;3426;1900.5;2493.5;674.75;408.25
Jan 4 2021;9:00 AM;9:15 AM;1197.25;297;1345;2728.5;37.5;57;1897;3487.25;1924;2488.25;427;405.75
Jan 4 2021;9:15 AM;9:30 AM;1197.25;295.75;1346.25;2688.25;59;57;1897.5;3500.25;1893;2503;529;405
Jan 4 2021;9:30 AM;9:45 AM;1202.75;301.75;1344.75;2636.25;81;57;1898;3505.25;1906.25;2545.5;660.75;406.75
Jan 4 2021;9:45 AM;10:00 AM;1198.5;294;1361.25;2595.5;110.75;57.5;1898;3541.25;1947.25;2601;622;403.25
Jan 4 2021;10:00 AM;10:15 AM;1193.5;287.75;1448.5;2595.5;141.75;58;1896.5;3583;1942.25;2614.25;850.25;401
Jan 4 2021;10:15 AM;10:30 AM;1190;285.5;1469.25;2578.25;171.25;58;1896.25;3605.25;1957.25;2611.5;899.5;404.25
Jan 4 2021;10:30 AM;10:45 AM;1199.75;298.25;1441.5;2564.25;200.75;58;1896.25;3617;1962.25;2618.25;944;405.5
Jan 4 2021;10:45 AM;11:00 AM;1195.25;305.5;1473;2538.5;229;58;1895.75;3661.75;1971.5;2618;943.5;407.25
Jan 4 2021;11:00 AM;11:15 AM;1190.5;301.5;1467.25;2555.75;248;58;1893;3678;1967.5;2647;521.25;409
Jan 4 2021;11:15 AM;11:30 AM;1190.75;306.5;1445.5;2579.25;266.5;58;1890.75;3695.75;1977;2663.5;529.25;408
Jan 4 2021;11:30 AM;11:45 AM;1192.25;329.75;1432.5;2616;278.25;58;1890.75;3701;1988;2663.75;635.75;407.75
Jan 4 2021;11:45 AM;12:00 PM;1190.5;333.75;1438;2594;291.25;58;1891;3717.5;1940.5;2658.5;711;430.25
Jan 4 2021;12:00 PM;12:15 PM;1181.5;365.25;1438.75;2588;300;58;1891.25;3622;1937.25;2673.25;1219.75;430.25
Jan 4 2021;12:15 PM;12:30 PM;1178.25;375.5;1417.25;2589;301;58;1891.5;3536.5;1931.25;2680.5;1237.25;428.25
Jan 4 2021;12:30 PM;12:45 PM;1182;373.25;1424;2619.5;300.75;58;1891.5;3557;1934.5;2679;1153.25;412.5
Jan 4 2021;12:45 PM;1:00 PM;1180;342.5;1422.5;2631.75;295.5;58;1891.25;3557;1947.25;2675;1010;410
Jan 4 2021;1:00 PM;1:15 PM;1175.75;319.25;1388;2619.25;283.75;58;1891.25;3586.5;1976.5;2648;671.5;409.75
Jan 4 2021;1:15 PM;1:30 PM;1173;345.5;1368.75;2626.25;269.25;58;1891.5;3593.25;1996.75;2660.25;506.25;409
Jan 4 2021;1:30 PM;1:45 PM;1175.75;330.75;1355.25;2629.25;254;58;1890.5;3595.75;2011.25;2663.25;499.75;407.75
Jan 4 2021;1:45 PM;2:00 PM;1174;301.5;1385.25;2626.25;235.25;58;1890.25;3594.25;1993.75;2676;372.75;407
Jan 4 2021;2:00 PM;2:15 PM;1167;347.75;1408.5;2625.25;214.75;58;1891.25;3581.75;1950.75;2722.25;502.25;406
Jan 4 2021;2:15 PM;2:30 PM;1167.5;323.5;1426.75;2622.25;187.5;58;1890.25;3589.5;1939.25;2734.25;477.25;408.25
Jan 4 2021;2:30 PM;2:45 PM;1163.75;316.75;1431.25;2694.75;157.25;58.25;1889.75;3610;1924.75;2820.25;372.25;404.5
Jan 4 2021;2:45 PM;3:00 PM;1163.5;300.75;1461.5;2690;126.25;58.25;1890.75;3623.25;1913.5;2821.75;383.75;405
Jan 4 2021;3:00 PM;3:15 PM;1169.25;307.5;1434;2691.75;95.5;58.25;1890.5;3662.5;1966;2787.5;507;405.75
Jan 4 2021;3:15 PM;3:30 PM;1157.75;295.25;1441.25;2673.5;66.5;58.25;1890.5;3715.75;1975.75;2768.75;453.5;404.25
Jan 4 2021;3:30 PM;3:45 PM;1159;295.25;1451;2685.25;40.75;58.25;1889.75;3704.5;1975;2775;425.75;403.5
Jan 4 2021;3:45 PM;4:00 PM;1170.5;296.25;1434.25;2693.25;19.5;58.25;1889.25;3744.5;1968;2772.25;443.5;404.5
Jan 4 2021;4:00 PM;4:15 PM;1186.75;305.75;1431.75;2666.75;6.5;58.25;1888.75;3749;2048.75;2754.25;436.5;404.75
Jan 4 2021;4:15 PM;4:30 PM;1189.25;342;1439.5;2685.25;1.75;58.25;1890;3755.25;2056;2777.25;530.75;402
Jan 4 2021;4:30 PM;4:45 PM;1192.5;354.5;1440.5;2701.75;0.25;58.25;1890.5;3798.25;2056.5;2779.5;582.25;399
Jan 4 2021;4:45 PM;5:00 PM;1196;388.75;1449.25;2746.75;0;58.25;1890;3799;2054.75;2778.25;549.25;402.25
Jan 4 2021;5:00 PM;5:15 PM;1197.5;362.5;1455.75;2718.5;0;58.25;1890.75;3789.25;2091;2749;497;403
Jan 4 2021;5:15 PM;5:30 PM;1198;359.75;1464;2652.75;0;58.25;1891;3800;2097.5;2717.5;625;403
Jan 4 2021;5:30 PM;5:45 PM;1202.25;350.5;1465.75;2701.5;0;58.25;1891;3826.5;2108.25;2691.5;662.25;404
Jan 4 2021;5:45 PM;6:00 PM;1210.5;344.25;1476.75;2653;0;58.25;1890.75;3846;2124;2692;686.25;403.75
Jan 4 2021;6:00 PM;6:15 PM;1210.25;351;1479;2637.25;0;58.25;1890.5;3866.75;2088.75;2688.25;850.25;404
Jan 4 2021;6:15 PM;6:30 PM;1212.5;333.25;1468.5;2637.75;0;58.25;1891.25;3882.5;2073.5;2681.25;814.75;404.5
Jan 4 2021;6:30 PM;6:45 PM;1209;328.5;1457.5;2661.5;0;58.25;1891;3885.25;2069.25;2684.75;722;402
Jan 4 2021;6:45 PM;7:00 PM;1213;331.25;1462.5;2664.25;0;58.25;1891.25;3880;2056.5;2672.25;653.75;401.75
Jan 4 2021;7:00 PM;7:15 PM;1211;335;1454.5;2674;0;58.25;1891.25;3881;2042.5;2666;445.5;400.25
Jan 4 2021;7:15 PM;7:30 PM;1210.25;307.75;1460.25;2656;0;58.25;1891.25;3878.5;2020.75;2677.5;328.75;398
Jan 4 2021;7:30 PM;7:45 PM;1205.75;301.5;1459.5;2582.75;0;58.25;1891.75;3894.75;2024.75;2664.5;271;403.25
Jan 4 2021;7:45 PM;8:00 PM;1206.5;300.25;1458.75;2558;0;58.25;1892;3889.75;2037.75;2646;247.75;405
Jan 4 2021;8:00 PM;8:15 PM;1189.5;350.25;1464.75;2549.75;0;58.25;1892.25;3899.25;2068;2629;504.25;407.25
Jan 4 2021;8:15 PM;8:30 PM;1182;316.25;1469;2556.75;0;58.25;1891.25;3883.5;2036.75;2620.5;417.75;408.25
Jan 4 2021;8:30 PM;8:45 PM;1177;301.5;1474.75;2500.75;0;58.25;1891.75;3887.25;2014.75;2610.25;313;407.5
Jan 4 2021;8:45 PM;9:00 PM;1178;297.75;1481;2512.5;0;58.25;1891;3876.75;2011;2580;212.25;407
Jan 4 2021;9:00 PM;9:15 PM;1173;308.25;1487.5;2466.25;0;58.25;1890.75;3863.5;2009;2538.5;196.5;406.5
Jan 4 2021;9:15 PM;9:30 PM;1169.25;301.75;1477.5;2416;0;58.25;1890.5;3838.25;1971.75;2520.25;91.75;406.25
Jan 4 2021;9:30 PM;9:45 PM;1165;297.5;1486.5;2379.5;0;58.25;1890.5;3828.5;1939;2487;64.5;404.75
Jan 4 2021;9:45 PM;10:00 PM;1170.5;295.5;1489.25;2326;0;58.5;1891.25;3790;1899.75;2458.5;49.5;404.5
Jan 4 2021;10:00 PM;10:15 PM;1171.75;343;1482.5;2285;0;58.5;1891.5;3800.25;1920.25;2406;362.75;404.75
Jan 4 2021;10:15 PM;10:30 PM;1169.5;317;1483;2268.25;0;58.5;1890.25;3786.75;1905.75;2393.5;347.25;405.75
Jan 4 2021;10:30 PM;10:45 PM;1162.5;307;1491.75;2273.75;0;58.75;1890.75;3792.5;1871.25;2402;174.25;404.25
Jan 4 2021;10:45 PM;11:00 PM;1162.25;304.25;1494.75;2285.25;0;58.75;1891;3781.25;1857.25;2385.75;107;402
Jan 4 2021;11:00 PM;11:15 PM;1159.5;312.75;1502.25;2265.5;0;58.5;1890.75;3774;1855.75;2265.75;118;401
Jan 4 2021;11:15 PM;11:30 PM;1159;308.25;1503.75;2261.5;0;58.5;1890.75;3752.5;1849;2220.5;87.75;401
Jan 4 2021;11:30 PM;11:45 PM;1154;309.75;1503.75;2271.25;0;58.25;1891.25;3758.5;1827.75;2210.75;67;401.25
Jan 4 2021;11:45 PM;12:00 AM;1157;314.25;1504.25;2279;0;57.75;1891;3712.75;1807.5;2153.75;33.25;398.25
Jan 5 2021;12:00 AM;12:15 AM;1148.5;333.75;1503.75;2296.25;0;57.5;1891.5;3629.25;1624;1838.5;29.25;394.25
Jan 5 2021;12:15 AM;12:30 AM;1140.5;316;1503.75;2262;0;57.75;1891.25;3544.25;1541.75;1681.5;37;396
Jan 5 2021;12:30 AM;12:45 AM;1140.25;314;1503.25;2270.75;0;57.5;1892.75;3512.5;1516.5;1660;8;395.75
Jan 5 2021;12:45 AM;1:00 AM;1142.25;313.75;1500.75;2272.5;0;57.5;1898.75;3507.75;1516.5;1662;0;395.75
Jan 5 2021;1:00 AM;1:15 AM;1137.5;317.5;1501.75;2259.75;0;57.5;1904;3533.5;1460.5;1733;0;396
Jan 5 2021;1:15 AM;1:30 AM;1136.75;318;1504.5;2269;0;57.5;1914;3514;1414.5;1728.25;0;396.75
Jan 5 2021;1:30 AM;1:45 AM;1139.5;323.5;1448;2283.75;0;57.5;1915;3510.75;1405;1729;0;396.5
Jan 5 2021;1:45 AM;2:00 AM;1142.25;321.25;1345.75;2265.5;0;57.5;1916.5;3527;1379.25;1725;0;396
Jan 5 2021;2:00 AM;2:15 AM;1139.5;348.5;1341.75;2287.5;0;57.5;1916.5;3527.25;1384.5;1665.25;36.25;393
Jan 5 2021;2:15 AM;2:30 AM;1140.25;323.5;1343.25;2295.75;0;57.5;1919;3508;1378.75;1645;69;394.75
Jan 5 2021;2:30 AM;2:45 AM;1139;316;1348;2299;0;57.5;1922;3513;1376.5;1670.25;28.5;395.75
Jan 5 2021;2:45 AM;3:00 AM;1141.25;318.75;1345.25;2291.5;0;58;1925.25;3526.5;1377.5;1678.25;18.75;393.5
Jan 5 2021;3:00 AM;3:15 AM;1136.5;318.25;1347;2306;0;58.25;1928.75;3548.25;1378.25;1734.75;14.5;392.75
